research_row_id,canonical_category_id,canonical_category_slug,canonical_subcategory_id,canonical_subcategory_slug,mapping_state,risk_level,mandatory_bundles,conditional_bundles,source_ids_json,source_state,legal_state,connector_state,policy_decision,assurance_level,legal_approval_state,product_release_state,production_state,missing_evidence_decision
"US-CA-LOS_ANGELES:cleaning:deep-cleaning","3","cleaning","41","deep-cleaning","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-CLEAN-ORDINARY|US-CA-LA-BASE","US-CA-ASBESTOS|US-CA-GARDEN|US-EPA-RRP","G-NIST-IAL,G-W3C-VC,US-CSLB-CLASS,US-CSLB-VERIFY,US-DIR-ASBESTOS,US-DPR-PEST,US-EPA-RRP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:hvac:ac-installation","4","hvac","5","ac-installation","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-C20-C38|US-CA-CONTRACTOR-CLASS|US-CA-LA-BASE","US-CA-C10|US-CA-C36|US-EPA-608|US-EPA-RRP","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-EPA-608,US-EPA-RRP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:hvac:radiator-heating","4","hvac","18","radiator-heating","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-C20-C38|US-CA-CONTRACTOR-CLASS|US-CA-LA-BASE","US-CA-C10|US-CA-C36|US-EPA-608|US-EPA-RRP","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-EPA-608,US-EPA-RRP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:hvac:boiler-maintenance","4","hvac","30","boiler-maintenance","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-C20-C38|US-CA-CONTRACTOR-CLASS|US-CA-LA-BASE","US-CA-C10|US-CA-C36|US-EPA-608|US-EPA-RRP","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-EPA-608,US-EPA-RRP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:hvac:ac-maintenance","4","hvac","53","ac-maintenance","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-C20-C38|US-CA-CONTRACTOR-CLASS|US-CA-LA-BASE","US-CA-C10|US-CA-C36|US-EPA-608|US-EPA-RRP","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-EPA-608,US-EPA-RRP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:locksmith:lock-replacement","5","locksmith","6","lock-replacement","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-LA-BASE|US-CA-LOCKSMITH","US-CA-ALARM|US-CA-CONTRACTOR-CLASS","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-BSIS-ALARM,US-BSIS-LOCK,US-BSIS-VERIFY,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:locksmith:door-opening","5","locksmith","42","door-opening","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-LA-BASE|US-CA-LOCKSMITH","US-CA-ALARM|US-CA-CONTRACTOR-CLASS","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-BSIS-ALARM,US-BSIS-LOCK,US-BSIS-VERIFY,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:locksmith:car-locksmith","5","locksmith","54","car-locksmith","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-LA-BASE|US-CA-LOCKSMITH","US-CA-ALARM|US-CA-CONTRACTOR-CLASS","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-BSIS-ALARM,US-BSIS-LOCK,US-BSIS-VERIFY,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:painting:plastering","6","painting","7","plastering","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-CONTRACTOR-CLASS|US-CA-LA-BASE|US-CA-PAINT","US-CA-ASBESTOS|US-EPA-RRP","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-DIR-ASBESTOS,US-EPA-RRP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:painting:exterior-painting","6","painting","19","exterior-painting","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-CONTRACTOR-CLASS|US-CA-LA-BASE|US-CA-PAINT","US-CA-ASBESTOS|US-EPA-RRP","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-DIR-ASBESTOS,US-EPA-RRP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:painting:interior-painting","6","painting","31","interior-painting","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-CONTRACTOR-CLASS|US-CA-LA-BASE|US-CA-PAINT","US-CA-ASBESTOS|US-EPA-RRP","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-DIR-ASBESTOS,US-EPA-RRP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:painting:wallpaper","6","painting","43","wallpaper","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-CONTRACTOR-CLASS|US-CA-LA-BASE|US-CA-PAINT","US-CA-ASBESTOS|US-EPA-RRP","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-DIR-ASBESTOS,US-EPA-RRP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:gardening:pruning","7","gardening","20","pruning","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-CONTRACTOR-CLASS|US-CA-GARDEN|US-CA-LA-BASE","","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-DPR-PEST,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:gardening:landscaping","7","gardening","32","landscaping","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-CONTRACTOR-CLASS|US-CA-GARDEN|US-CA-LA-BASE","","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-DPR-PEST,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:gardening:irrigation","7","gardening","44","irrigation","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-CONTRACTOR-CLASS|US-CA-GARDEN|US-CA-LA-BASE","US-CA-C10|US-CA-C36","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-DPR-PEST,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:gardening:garden-maintenance","7","gardening","55","garden-maintenance","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-CONTRACTOR-CLASS|US-CA-GARDEN|US-CA-LA-BASE","","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-DPR-PEST,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:moving:house-moving","8","moving","8","house-moving","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-HHG-MOVER|US-CA-LA-BASE","US-CA-MCP|US-FMCSA-MOVER","G-NIST-IAL,G-W3C-VC,US-BHGS-MOVER,US-DMV-CDL,US-DMV-MCP,US-FMCSA-AUTH,US-FMCSA-MOVER,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:moving:intercity-moving","8","moving","21","intercity-moving","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-HHG-MOVER|US-CA-LA-BASE","US-CA-MCP|US-FMCSA-MOVER","G-NIST-IAL,G-W3C-VC,US-BHGS-MOVER,US-DMV-CDL,US-DMV-MCP,US-FMCSA-AUTH,US-FMCSA-MOVER,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:moving:single-item-moving","8","moving","33","single-item-moving","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-HHG-MOVER|US-CA-LA-BASE","US-CA-MCP|US-FMCSA-MOVER","G-NIST-IAL,G-W3C-VC,US-BHGS-MOVER,US-DMV-CDL,US-DMV-MCP,US-FMCSA-AUTH,US-FMCSA-MOVER,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:moving:office-moving","8","moving","56","office-moving","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-HHG-MOVER|US-CA-LA-BASE","US-CA-MCP|US-FMCSA-MOVER","G-NIST-IAL,G-W3C-VC,US-BHGS-MOVER,US-DMV-CDL,US-DMV-MCP,US-FMCSA-AUTH,US-FMCSA-MOVER,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:appliance:dishwasher","9","appliance","9","dishwasher","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-APPLIANCE|US-CA-LA-BASE","US-CA-C10|US-CA-C36|US-CA-CONTRACTOR-CLASS","G-NIST-IAL,G-W3C-VC,US-BHGS-REPAIR,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:appliance:oven-cooker","9","appliance","34","oven-cooker","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-APPLIANCE|US-CA-LA-BASE","US-CA-C10|US-CA-C20-C38|US-CA-C36|US-CA-CONTRACTOR-CLASS","G-NIST-IAL,G-W3C-VC,US-BHGS-REPAIR,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:appliance:washing-machine","9","appliance","45","washing-machine","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-APPLIANCE|US-CA-LA-BASE","US-CA-C10|US-CA-C36|US-CA-CONTRACTOR-CLASS","G-NIST-IAL,G-W3C-VC,US-BHGS-REPAIR,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
