requirement_id,country,exact_jurisdiction,service_id,subservice_id,task_type,provider_operating_model,required_profile_conditions,residential_commercial_construction,work_type,required_credential_type,credential_subject,issuer_authority,exact_scope_category,validity_expiry_revocation,exemption_transition,source_id,source_status,connector_id,connector_status,risk_level,current_enforcement_state,decision,decision_reason,canonical_capability_id,canonical_capability_key,canonical_capability_display_name,canonical_capability_status,capability_definition_id,blocked_by_default,mapping_state,policy_source_state,policy_legal_state,policy_connector_state,policy_release_state,policy_translation_state,policy_data_residency_state,policy_sanctions_state
DE-BE-BERLIN-CAP-11,DE,DE-BE-BERLIN,4,UNKNOWN,tr.air_conditioning.refrigerant_circuit,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,11,tr.air_conditioning.refrigerant_circuit,Klima — Soğutucu gaz devresi/vakum/şarj/geri kazanım,draft,30011,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-12,DE,DE-BE-BERLIN,4,UNKNOWN,tr.heating.heating_service,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,12,tr.heating.heating_service,Kombi & Isıtma — Isıtma tesisatı bakım-onarım/servis,draft,30012,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-13,DE,DE-BE-BERLIN,4,UNKNOWN,tr.heating.gas_appliance_service,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,13,tr.heating.gas_appliance_service,Kombi & Isıtma — Gaz yakıcı cihaz/kombi servis,draft,30013,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-14,DE,DE-BE-BERLIN,4,UNKNOWN,tr.heating.natural_gas_installation,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,14,tr.heating.natural_gas_installation,Kombi & Isıtma — Doğal gaz iç tesisat/bağlantı/test/bakım,draft,30014,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-15,DE,DE-BE-BERLIN,8,UNKNOWN,tr.moving.domestic_household,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,15,tr.moving.domestic_household,Nakliyat — Yurtiçi ticari ev/büro eşyası taşıma,draft,30015,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-16,DE,DE-BE-BERLIN,8,UNKNOWN,tr.moving.international_household,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,16,tr.moving.international_household,Nakliyat — Uluslararası+yurtiçi ticari ev/büro eşyası,draft,30016,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-17,DE,DE-BE-BERLIN,8,UNKNOWN,tr.moving.domestic_general_cargo,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,17,tr.moving.domestic_general_cargo,Nakliyat — Yurtiçi genel ticari eşya,draft,30017,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-18,DE,DE-BE-BERLIN,8,UNKNOWN,tr.moving.lift_or_crane,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,18,tr.moving.lift_or_crane,Nakliyat — Asansörlü nakliye/mobil vinç-kaldırma,draft,30018,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-19,DE,DE-BE-BERLIN,5,UNKNOWN,tr.locksmith.key_or_lock_work,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,19,tr.locksmith.key_or_lock_work,Çilingir — Anahtar çoğaltma/kilit montaj-onarım,draft,30019,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-20,DE,DE-BE-BERLIN,5,UNKNOWN,tr.locksmith.property_unlock,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,20,tr.locksmith.property_unlock,Çilingir — Konut/işyeri acil kapı açma,draft,30020,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-21,DE,DE-BE-BERLIN,5,UNKNOWN,tr.locksmith.vehicle_unlock,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,21,tr.locksmith.vehicle_unlock,Çilingir — Araç kilidi açma,draft,30021,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-22,DE,DE-BE-BERLIN,13,UNKNOWN,tr.towing.commercial_recovery,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,22,tr.towing.commercial_recovery,Çekici — Ticari araç kurtarma/çekme/taşıma,draft,30022,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-23,DE,DE-BE-BERLIN,15,UNKNOWN,tr.roadside_assistance.battery_jump,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,23,tr.roadside_assistance.battery_jump,Yol Yardım — Akü takviyesi/basit destek,draft,30023,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-24,DE,DE-BE-BERLIN,15,UNKNOWN,tr.roadside_assistance.tire_service,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,24,tr.roadside_assistance.tire_service,Yol Yardım — Lastik/jant bakım-onarım,draft,30024,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-25,DE,DE-BE-BERLIN,15,UNKNOWN,tr.roadside_assistance.roadside_mechanic,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,25,tr.roadside_assistance.roadside_mechanic,Yol Yardım — Yol üstü mekanik arıza tespit/onarım,draft,30025,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-26,DE,DE-BE-BERLIN,15,UNKNOWN,tr.roadside_assistance.vehicle_recovery,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,26,tr.roadside_assistance.vehicle_recovery,Yol Yardım — Araç çekme/kurtarma,draft,30026,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-27,DE,DE-BE-BERLIN,15,UNKNOWN,tr.roadside_assistance.vehicle_unlock,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,27,tr.roadside_assistance.vehicle_unlock,Yol Yardım — Araç kilidi açma,draft,30027,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-28,DE,DE-BE-BERLIN,15,UNKNOWN,tr.roadside_assistance.fuel_delivery,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,28,tr.roadside_assistance.fuel_delivery,Yol Yardım — Yolda yakıt ulaştırma,draft,30028,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-29,DE,DE-BE-BERLIN,14,UNKNOWN,tr.courier.urban_motor_courier,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,29,tr.courier.urban_motor_courier,Kurye & Evrak — İliçi motorlu kurye,draft,30029,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
