"country_code","canonical_category_id","canonical_category_slug","canonical_category_name","canonical_subservice_id","canonical_subservice_slug","canonical_subservice_name","live_catalog_active","gold_master_scope_keys","gold_master_service_scopes","proposed_requirement_labels","proposed_requirement_status","source_reference_ids","source_urls","source_archive_reference","source_archive_sha256","regulation_name","article_annex_exception","official_gazette_date_number","effective_date","source_status","legal_review_status","authority_and_permitted_method","connector_status","verification_subjects","automatic_authority_verification","capability_readiness","counsel_reviewer_name","counsel_reviewer_role","counsel_reviewed_at","counsel_decision","counsel_evidence_hash","counsel_notes"
"TR","3","cleaning","Temizlik","29","office-cleaning","Ofis Temizliği","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","3","cleaning","Temizlik","41","deep-cleaning","Derin Temizlik","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","4","hvac","Klima/Isıtma","5","ac-installation","Klima Montajı","true","air_conditioning:2","Klima — Montaj / demontaj / servis","18UY0376-3 Bireysel ve Ticari Klima Sistemleri Montajcısı | 18UY0377-4 Bireysel ve Ticari Klima Sistemleri Montaj ve Servis Elemanı | 18UY0378-5 Bireysel, Ticari ve Değişken Debili Klima Sistemleri Uzmanı – ileri kapsam","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","MYK_QUALIFICATIONS","https://portal.myk.gov.tr/index.php?option=com_yeterlilik&view=arama","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","SOURCE_UNVERIFIED","LEGAL_REVIEW_REQUIRED","MYK/MEB issuer doğrulaması veya kullanıcı yetkili barkodlu belge; API/contract yok => PENDING","PENDING_OFFICIAL_AUTHORIZATION","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","4","hvac","Klima/Isıtma","18","radiator-heating","Petek ve Isıtma","true","heating:1","Kombi & Isıtma — Isıtma tesisatı bakım-onarım/servis","21UY0446-3 Isıtma Tesisat Bakım Onarım ve Servis Elemanı | 22UY0481-5 Isıtma Sistemleri Servis Uzmanı – ileri kapsam | İlgili MEB ustalık/diploma","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","MYK_QUALIFICATIONS | MYK_MANDATORY | MYK_EXEMPTION | MEB_MASTER","https://portal.myk.gov.tr/index.php?option=com_yeterlilik&view=arama | https://portal.myk.gov.tr/index.php?belge_zorunlu=1&option=com_yeterlilik&view=arama | https://www.myk.gov.tr/tr/haberler/yeterlilik/belge-zorunluluuna-ilikin-skca-sorulan-sorular | https://www.turkiye.gov.tr/milli-egitim-kalfalik-ustalik-usta-ogrencilik-ve-is-yeri-acma-belgesi-sorgulama","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","SOURCE_UNVERIFIED","LEGAL_REVIEW_REQUIRED","MYK/MEB issuer doğrulaması veya kullanıcı yetkili barkodlu belge; API/contract yok => PENDING","PENDING_OFFICIAL_AUTHORIZATION","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","4","hvac","Klima/Isıtma","30","boiler-maintenance","Kombi Bakımı","true","heating:2","Kombi & Isıtma — Gaz yakıcı cihaz/kombi servis","21UY0446-3 ilgili gaz yakıcı cihaz kapsamı | 22UY0481-5 uygun kapsam | SERBİS yalnız marka 'yetkili servis' iddiası varsa","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","MYK_QUALIFICATIONS | SERBIS","https://portal.myk.gov.tr/index.php?option=com_yeterlilik&view=arama | https://www.servis.gov.tr/Genel/Sorgu","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","SOURCE_UNVERIFIED","LEGAL_REVIEW_REQUIRED","MYK/MEB issuer doğrulaması veya kullanıcı yetkili barkodlu belge; API/contract yok => PENDING","PENDING_OFFICIAL_AUTHORIZATION","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","4","hvac","Klima/Isıtma","53","ac-maintenance","Klima Bakımı","true","air_conditioning:1","Klima — Filtre/dış temizlik – soğutucu devreye müdahale yok","18UY0377-4 varsa doğrulanmış kalite/kabiliyet göstergesi; tek başına 'kanunen zorunlu' varsayma","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","MYK_QUALIFICATIONS","https://portal.myk.gov.tr/index.php?option=com_yeterlilik&view=arama","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","SOURCE_UNVERIFIED","LEGAL_REVIEW_REQUIRED","MYK/MEB issuer doğrulaması veya kullanıcı yetkili barkodlu belge; API/contract yok => PENDING","PENDING_OFFICIAL_AUTHORIZATION","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","5","locksmith","Çilingir","6","lock-replacement","Kilit Değişimi","true","locksmith:1","Çilingir — Anahtar çoğaltma / kilit montaj-onarım","22UY0530-4 Anahtarcı (Çilingir) (Seviye 4) – güncel zorunluluk kuralına göre | Anahtarcılık ve Çilingirlik MEB Ustalık Belgesi / kabul edilen alternatif","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","MYK_QUALIFICATIONS | MYK_MANDATORY | MEB_MASTER","https://portal.myk.gov.tr/index.php?option=com_yeterlilik&view=arama | https://portal.myk.gov.tr/index.php?belge_zorunlu=1&option=com_yeterlilik&view=arama | https://www.turkiye.gov.tr/milli-egitim-kalfalik-ustalik-usta-ogrencilik-ve-is-yeri-acma-belgesi-sorgulama","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","SOURCE_UNVERIFIED","LEGAL_REVIEW_REQUIRED","MYK/MEB issuer doğrulaması veya kullanıcı yetkili barkodlu belge; API/contract yok => PENDING","PENDING_OFFICIAL_AUTHORIZATION","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","5","locksmith","Çilingir","42","door-opening","Kapı Açma","true","locksmith:2","Çilingir — Konut/işyeri acil kapı açma","Doğrulanmış çilingir kabiliyeti | Müşterinin kimliği | Mülkiyet/kullanım/erişim yetkisi kanıtı veya denetlenebilir beyan","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","SOURCE_UNVERIFIED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","5","locksmith","Çilingir","54","car-locksmith","Oto Çilingir","true","locksmith:3 | roadside_assistance:5","Çilingir — Araç kilidi açma | Yol Yardım — Araç kilidi açma","Doğrulanmış çilingir kabiliyeti | Araç sahibi/kullanıcı yetkisi kanıtı","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","SOURCE_UNVERIFIED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","6","painting","Boyacı","7","plastering","Alçı ve Sıva","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","6","painting","Boyacı","19","exterior-painting","Dış Cephe Boya","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","6","painting","Boyacı","31","interior-painting","İç Cephe Boya","true","painting:1","Boya & Badana — İç/dış cephe inşaat boyacılığı","11UY0023-3 İnşaat Boyacısı (Seviye 3) | MYK muafiyet tablosunda kabul edilen ilgili MEB ustalık/diploma","CONDITIONAL_OR_REQUIRED_COUNSEL_TO_CONFIRM","MYK_MANDATORY | MYK_QUALIFICATIONS | MYK_EXEMPTION | MEB_MASTER","https://portal.myk.gov.tr/index.php?belge_zorunlu=1&option=com_yeterlilik&view=arama | https://portal.myk.gov.tr/index.php?option=com_yeterlilik&view=arama | https://www.myk.gov.tr/tr/haberler/yeterlilik/belge-zorunluluuna-ilikin-skca-sorulan-sorular | https://www.turkiye.gov.tr/milli-egitim-kalfalik-ustalik-usta-ogrencilik-ve-is-yeri-acma-belgesi-sorgulama","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","SOURCE_UNVERIFIED","LEGAL_REVIEW_REQUIRED","MYK/MEB issuer doğrulaması veya kullanıcı yetkili barkodlu belge; API/contract yok => PENDING","PENDING_OFFICIAL_AUTHORIZATION","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","6","painting","Boyacı","43","wallpaper","Duvar Kâğıdı","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","7","gardening","Bahçe","20","pruning","Budama","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","7","gardening","Bahçe","32","landscaping","Peyzaj","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","7","gardening","Bahçe","44","irrigation","Sulama Sistemi","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","7","gardening","Bahçe","55","garden-maintenance","Bahçe Bakımı","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","8","moving","Nakliyat","8","house-moving","Evden Eve Nakliyat","true","moving:1","Nakliyat — Yurtiçi ticari ev ve büro eşyası taşıma","K3 Yetki Belgesi – işletme | Yetki belgesine kayıtlı taşıt / taşıt belgesi-kartı | Aracın sınıfına uygun sürücü belgesi | SRC4 – güncel Karayolu kuralının uygulandığı sürücüde | ODY4/ÜDY4 – yetki belgesi/işletme yapısına göre koşullu | Psikoteknik/sağlık şartı – güncel sürücü kuralına göre koşullu","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","UAB_TYPES | UAB_VERIFY | UAB_SRC","https://istanbul.uab.gov.tr/yetki-belgeleri-esya-tasimaciligi-yetki-belgesi-turleri | https://uhdgm.uab.gov.tr/yetki-belgeleri-hizmetleri | https://uhdgm.uab.gov.tr/sikca-sorulan-sorular-ve-cevaplari","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","SOURCE_UNVERIFIED","LEGAL_REVIEW_REQUIRED","UAB / izinli issuer veya kayıtlı yetkili manuel teyit; API/contract yok => PENDING","PENDING_OFFICIAL_AUTHORIZATION","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","8","moving","Nakliyat","21","intercity-moving","Şehirlerarası Nakliyat","true","moving:2","Nakliyat — Uluslararası + yurtiçi ticari ev/büro eşyası","C3 Yetki Belgesi | Yetki belgesine kayıtlı uygun taşıt | SRC3 – uygulanabilir sürücüde | ODY3/ÜDY3 – işletme/yetki modeline göre koşullu","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","UAB_TYPES | UAB_VERIFY | UAB_SRC","https://istanbul.uab.gov.tr/yetki-belgeleri-esya-tasimaciligi-yetki-belgesi-turleri | https://uhdgm.uab.gov.tr/yetki-belgeleri-hizmetleri | https://uhdgm.uab.gov.tr/sikca-sorulan-sorular-ve-cevaplari","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","SOURCE_UNVERIFIED","LEGAL_REVIEW_REQUIRED","UAB / izinli issuer veya kayıtlı yetkili manuel teyit; API/contract yok => PENDING","PENDING_OFFICIAL_AUTHORIZATION","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
