"review_row_id","canonical_category_id","canonical_subservice_id","canonical_subservice_name","source_reference_ids","regulation_name","article_annex_exception","official_gazette_date_number","effective_date","legal_requirement_decision","required_or_conditional","applicable_subjects","local_jurisdiction_override","official_source_archive_sha256","counsel_name","counsel_role_and_authority","counsel_review_timestamp","counsel_signature_or_evidence_hash","approval_status","notes"
"TR-13-22","13","22","Arıza Çekici","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-13-46","13","46","Kaza Çekici","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-14-23","14","23","Moto Kurye","UAB_TYPES | UAB_COURIER_2025 | UAB_COURIER_2026 | UAB_VERIFY","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-14-35","14","35","Paket Kurye","UAB_TYPES | UAB_COURIER_2026","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-14-47","14","47","Planlı Teslimat","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-14-58","14","58","Evrak Kurye","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-15-11","15","11","Akü Takviyesi","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-15-24","15","24","Yerinde Küçük Onarım","MYK_MANDATORY | MYK_QUALIFICATIONS | MYK_EXEMPTION | MEB_MASTER","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-15-36","15","36","Yakıt Desteği","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-15-59","15","59","Lastik Değişimi","MYK_QUALIFICATIONS | MYK_MANDATORY | MEB_MASTER","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-60002-12","60002","12","Alçıpan ve Duvar","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-60002-37","60002","37","Genel Usta","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-60002-48","60002","48","Mobilya Montajı","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-60002-60","60002","60","Kapı ve Pencere","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-60003-13","60003","13","Lastik Hizmeti","MYK_QUALIFICATIONS | MYK_MANDATORY","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-60003-25","60003","25","Periyodik Bakım","MYK_MANDATORY | MYK_QUALIFICATIONS | MYK_EXEMPTION | MEB_MASTER","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-60003-49","60003","49","Arıza Tespiti","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-60003-61","60003","61","Oto Detaylı Temizlik","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-60004-14","60004","14","Akıllı Ev Kurulumu","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-60004-26","60004","26","Telefon ve Tablet","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-60004-38","60004","38","Bilgisayar Teknik Servis","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-60004-50","60004","50","Ağ ve İnternet","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-60005-27","60005","27","Tırnak Bakımı","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-60005-39","60005","39","Makyaj","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-60005-51","60005","51","Masaj","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
"TR-60005-62","60005","62","Saç Bakımı","NONE","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","","","","","","","","","","LEGAL_REVIEW_REQUIRED",""
